area|publico_alvo|servico|descricao|link_mte|link_denuncia_cadastramento|email_solicitacoes|telefone_denuncia_informacoes
CCFGTS|trabalhadores|Sacar o FGTS |Para o trabalhador com carteira assinada, regido pela CLT (Consolidação das Leis de Trabalho), o FGTS serve como uma reserva financeira. O art. 20 da Lei nº 8.036, de 11 de maio de 1990, define as hipóteses que os trabalhadores podem sacar o FGTS.|https://www.fgts.gov.br/Paginas/trabalhador/saque.aspx|||
