area|publico_alvo|servico|descricao|link_mte|link_denuncia_cadastramento|email_solicitacoes|telefone_denuncia_informacoes
CIRP|empregadores|Registrar-se como contratante de artistas, músicos ou técnicos em espetáculos de diversões|O Registro de Contratante é a habilitação necessária para contratar artistas, músicos e/ou técnicos em espetáculos de diversões para realização de espetáculos, programas, produções ou mensagens publicitárias.  Assim, o registro de contratante tem por finalidade garantir que as Pessoas físicas ou Jurídicas que tiverem a seu serviço Artista ou Técnico em Espetáculos de Diversões ou Músicos para realização de espetáculos, programas, produções ou mensagens publicitárias atendam aos requisitos legais dispostos na Lei nº 6.533, de 1978 e o Decreto 82.385, de 1978, que dispõem sobre a profissão de Artista e Técnico em Espetáculos de Diversões. |https://www.gov.br/trabalho-e-emprego/pt-br/servicos/empregador/registro-de-contratante/registro-de-contratante|||
